name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Katelyn Matthews,F,227442974,2005-08-23,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BH' 'RA' 'NCA'],Traditional Residence Hall,1,0,1,4000-6000,6000,[667328776]
Christopher Johnson,M,163725601,2006-07-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'NCA' 'MZH'],Apartment,1,1,1,4000-6000,6000,[620334733]
Patricia Davis,F,284721442,2002-10-15,Freshman,School of Communication and Information,0,0,['JS' 'MZH' 'BH'],Suite,1,1,1,8000-11000,11000,"[306654376, 431724502]"
Todd Knox,M,392306979,2001-01-25,Sophomore,Mason Gross School of the Arts,0,0,['CS' 'BS' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[882225142, 273813610]"
Megan Brown,F,598851875,2002-12-20,Freshman,Mason Gross School of the Arts,1,0,['RA' 'MH' 'MS'],Suite,1,1,1,4000-6000,6000,"[100635364, 951312696]"
Stacey Garcia,F,910156069,2005-06-01,Freshman,School of Environmental and Biological Sciences,0,0,['WS' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[744100129, 808349523]"
Jason Banks,M,880124197,2003-08-05,Junior,School of Communication and Information,0,0,['MS' 'BH' 'JS'],Apartment,1,1,1,4000-6000,6000,"[573290037, 805955716]"
Craig Hart,M,124510503,2001-10-15,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'MH'],Suite,1,1,1,6000-8000,8000,[179627529]
Michael Brown,M,143655207,2001-12-06,Freshman,School of Engineering,0,0,['SA' 'CS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[267077500, 526526450]"
Jeffrey Nash,M,820896041,2001-08-26,Freshman,School of Arts and Sciences,0,1,['RA' 'WS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[800067998, 995644511]"
Brian Coffey,M,181494058,2003-11-12,Senior,School of Arts and Sciences,0,0,['WS' 'NCA' 'TS'],Apartment,1,1,1,8000-11000,11000,"[258935127, 782446239]"
Tammy Mcdonald,F,407216426,2006-05-16,Freshman,School of Engineering,0,0,['WS' 'TS' 'NCA'],Apartment,1,1,1,6000-8000,8000,"[325489389, 124005192]"
John Roberts,M,486023467,2003-12-05,Freshman,School of Arts and Sciences,0,0,['TS' 'JS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[778023263]
Robert Bowers,M,667279662,2006-10-08,Sophomore,School of Engineering,0,0,['SA' 'RA' 'BS'],Suite,1,1,1,4000-6000,6000,[130695276]
Kelli Wright,F,936157486,2002-01-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MZH' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[482730667, 426082539]"
David Anderson,M,425304375,2003-09-04,Freshman,School of Management and Labor Relations,0,0,['NCA' 'SA' 'JS'],Suite,1,1,1,4000-6000,6000,[287424759]
Brittany Graves,F,951312696,2002-12-31,Sophomore,School of Communication and Information,0,1,['RA' 'MZH' 'AH'],Apartment,1,1,1,6000-8000,7000,[100635364]
Veronica White,F,276398392,2003-02-13,Freshman,School of Engineering,0,1,['MH' 'SA' 'NCA'],Suite,1,1,1,4000-6000,5000,"[781832782, 190640585]"
Amber Miller,F,949838138,2002-12-09,Sophomore,School of Communication and Information,0,0,['JS' 'SA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[489426409, 978244030]"
Katherine Mccarty,F,479043898,2001-11-13,Sophomore,School of Arts and Sciences,0,1,['NCA' 'MRS' 'RA'],Apartment,1,1,1,4000-6000,5000,"[706298992, 567003272]"
Jeffrey Hammond,M,800375100,2001-06-26,Junior,School of Arts and Sciences,0,0,['RA' 'MS' 'BH'],Traditional Residence Hall,1,0,1,8000-11000,11000,"[442061684, 656398072]"
Tammy Chung,F,457998653,2002-06-22,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'MRS' 'BS'],Traditional Residence Hall,1,1,0,8000-11000,11000,[424256403]
Melissa Vasquez,F,438272317,2004-12-07,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'RA' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[389032138]
Monique Reid,F,143548744,2006-06-26,Sophomore,School of Engineering,0,0,['MRS' 'RA' 'NCA'],Apartment,1,0,1,4000-6000,6000,[968427352]
Peggy Anderson,F,646938954,2001-05-05,Freshman,School of Arts and Sciences,0,1,['CS' 'BH' 'RA'],Suite,1,1,1,4000-6000,5000,"[610432649, 172631063]"
Amber Swanson,F,977412428,2002-12-14,Sophomore,Mason Gross School of the Arts,1,0,['SA' 'MZH' 'CS'],Suite,1,1,1,4000-6000,6000,"[974466201, 926611196]"
Alejandro Crane,M,663601485,2003-04-26,Freshman,School of Engineering,0,1,['CS' 'MH' 'BS'],Apartment,1,1,1,8000-11000,10000,"[705152155, 860120309]"
Victoria Cantu,F,310911309,2004-12-13,Freshman,School of Environmental and Biological Sciences,0,1,['MZH' 'BS' 'RA'],Suite,1,0,1,6000-8000,7000,"[140719502, 597099760]"
Jacob Villanueva,M,203309392,2002-06-19,Freshman,Mason Gross School of the Arts,0,1,['BS' 'JS' 'CS'],Suite,1,1,1,4000-6000,5000,"[159347207, 831990012]"
Stephanie Brown,F,201277777,2005-09-20,Sophomore,Mason Gross School of the Arts,0,1,['MH' 'WS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[191489650, 502124518]"
Danny Graham,M,520012113,2002-07-08,Sophomore,School of Communication and Information,0,0,['CS' 'JS' 'AH'],Suite,1,1,1,4000-6000,6000,"[495676111, 188787531]"
Craig Bell,M,112427351,2005-12-31,Junior,School of Arts and Sciences,0,0,['WS' 'SA' 'RA'],Suite,1,1,1,8000-11000,11000,"[608617080, 207980111]"
Trevor Robertson,M,945660249,2005-02-06,Sophomore,School of Arts and Sciences,0,0,['NCA' 'AH' 'TS'],Suite,1,1,1,8000-11000,11000,"[704884758, 462872740]"
Michael Henry,M,329212250,2005-10-29,Freshman,School of Social Work,0,1,['SA' 'JS' 'MH'],Suite,1,1,1,4000-6000,5000,"[896968750, 665037884]"
Daniel Hampton,M,690594138,2005-07-14,Senior,School of Arts and Sciences,0,1,['SA' 'AH' 'WS'],Suite,1,1,1,6000-8000,7000,[536938538]
Jonathan Contreras,M,731996505,2003-05-30,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['CS' 'NCA' 'MRS'],Apartment,1,1,1,8000-11000,10000,"[901096788, 466151316]"
Rachel Macias,F,126165341,2002-12-23,Sophomore,School of Arts and Sciences,0,1,['BH' 'MS' 'BS'],Suite,1,1,1,6000-8000,7000,"[541881931, 295799125]"
Elizabeth Stevens,F,424255838,2001-10-17,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['MZH' 'SA' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[869222337, 405987929]"
Michael Cole,M,346669404,2003-07-21,Junior,School of Arts and Sciences,0,0,['CS' 'MRS' 'NCA'],Suite,1,1,1,4000-6000,6000,"[354421590, 673857613]"
Zachary Santiago,M,183640409,2002-06-23,Freshman,School of Arts and Sciences,0,0,['NCA' 'AH' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[672268744, 144188435]"
Robin Hunt,F,517759329,2002-04-01,Junior,School of Arts and Sciences,0,0,['MH' 'WS' 'NCA'],Apartment,1,1,1,8000-11000,11000,[843813470]
William Rodriguez,M,228843870,2002-11-12,Freshman,Mason Gross School of the Arts,0,0,['AH' 'SA' 'MS'],Suite,1,1,1,8000-11000,11000,[130443875]
Benjamin Johnson,M,144474467,2003-03-10,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'NCA' 'MZH'],Suite,1,0,1,6000-8000,8000,[552547888]
Mrs. Sharon Cain,F,627450212,2005-03-20,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Suite,1,1,1,4000-6000,6000,[159933989]
William Levine,M,992362853,2005-02-21,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'MH' 'RA'],Traditional Residence Hall,1,0,1,4000-6000,5000,[794296533]
April Ramirez,F,246989157,2006-07-28,Sophomore,School of Engineering,0,1,['BH' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,7000,"[223098395, 724592285]"
James Smith,M,145359200,2001-08-24,Sophomore,School of Arts and Sciences,0,0,['MH' 'SA' 'AH'],Suite,1,0,1,4000-6000,6000,"[819651744, 931901274]"
Jason Ruiz,M,727875942,2002-04-05,Junior,School of Communication and Information,0,0,['RA' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000,[496143464]
Craig Austin,M,575349099,2002-02-15,Junior,School of Arts and Sciences,0,0,['JS' 'SA' 'AH'],Suite,1,1,1,8000-11000,11000,"[895116325, 210739890]"
Kayla Decker,F,142205293,2005-05-07,Junior,School of Management and Labor Relations,1,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000,"[497333570, 291627885]"
Michelle Fitzgerald,F,382148974,2001-03-03,Junior,School of Communication and Information,0,0,['SA' 'RA' 'AH'],Suite,1,1,1,6000-8000,8000,[230438574]
Amanda Chase,F,287048047,2003-12-20,Sophomore,School of Arts and Sciences,0,1,['AH' 'MH' 'TS'],Apartment,1,1,1,6000-8000,7000,"[191702320, 244377453]"
Leslie Bender,F,242098544,2002-01-30,Freshman,School of Management and Labor Relations,0,0,['MH' 'RA' 'WS'],Traditional Residence Hall,1,1,0,8000-11000,11000,"[620793365, 181399294]"
Jason Reed,M,797761907,2001-06-04,Sophomore,School of Management and Labor Relations,1,0,['MZH' 'MS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[649953778]
Leslie Evans,F,712884595,2006-06-06,Sophomore,School of Environmental and Biological Sciences,0,0,['RA' 'TS' 'SA'],Suite,1,1,1,4000-6000,6000,[547811406]
Courtney Young,F,362938743,2002-06-30,Junior,School of Arts and Sciences,0,0,['NCA' 'MS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[443263098, 169833597]"
Sandra Love,F,451567995,2004-07-14,Junior,School of Arts and Sciences,0,0,['AH' 'MH' 'BS'],Apartment,1,1,1,6000-8000,8000,[344670972]
Charles Owens,M,992993660,2006-10-05,Sophomore,School of Arts and Sciences,0,1,['MRS' 'MZH' 'NCA'],Suite,1,0,1,4000-6000,5000,"[635756545, 571969463]"
Angela Hill,F,303497600,2003-01-23,Freshman,School of Arts and Sciences,0,1,['JS' 'MZH' 'AH'],Suite,1,1,1,6000-8000,7000,[278254312]
Edward Carter,M,754876801,2004-08-24,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'MRS' 'BS'],Apartment,1,1,1,6000-8000,8000,"[464981447, 204255890]"
Christina Harper,F,186098049,2002-08-03,Sophomore,School of Engineering,0,1,['NCA' 'RA' 'JS'],Suite,1,0,1,4000-6000,5000,"[787173353, 228625208]"
Jessica Pacheco,F,199303557,2001-06-19,Freshman,School of Management and Labor Relations,0,1,['NCA' 'SA' 'RA'],Suite,1,1,1,8000-11000,10000,"[892455235, 482239697]"
Jason Ferguson,M,117817738,2004-11-07,Junior,School of Arts and Sciences,0,0,['BS' 'MH' 'MZH'],Suite,1,1,1,8000-11000,11000,"[914396849, 135703903]"
Mary Williams,F,944497034,2001-03-21,Freshman,School of Communication and Information,0,0,['BH' 'JS' 'BS'],Suite,1,0,1,4000-6000,6000,"[125939426, 380318548]"
Kristin West,F,942858636,2001-07-02,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'MH' 'CS'],Suite,1,1,1,6000-8000,7000,"[685663956, 773050311]"
Pamela Dunn,F,429113741,2003-07-12,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'BH' 'MS'],Apartment,1,0,1,6000-8000,7000,"[482202866, 912763557]"
Hannah Lynch,F,236011920,2004-10-22,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'MRS'],Apartment,1,1,1,8000-11000,11000,"[431663811, 326000780]"
Michael Reynolds,M,428548501,2003-10-14,Freshman,School of Arts and Sciences,0,0,['TS' 'MZH' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[630100775]
Frank Long,M,869523861,2004-07-20,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'MRS' 'CS'],Suite,1,1,1,8000-11000,11000,[545319877]
Michael Love,M,586760602,2001-10-02,Sophomore,School of Environmental and Biological Sciences,0,0,['MS' 'MH' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[660083567]
Margaret Hardin,F,183927195,2006-02-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'MZH' 'MH'],Suite,1,1,1,6000-8000,7000,"[347031570, 956588151]"
Maria Mosley,F,332374435,2006-09-01,Freshman,School of Communication and Information,0,0,['WS' 'MRS' 'RA'],Suite,1,1,1,6000-8000,8000,"[770705132, 755828417]"
Dr. Brent Banks,M,819028387,2002-12-30,Freshman,Mason Gross School of the Arts,0,1,['AH' 'BH' 'BS'],Suite,1,1,1,8000-11000,10000,"[161099798, 979366411]"
Gwendolyn Brady,F,354271654,2005-08-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[138424264, 638646130]"
Kristen Brooks,F,763781546,2002-12-20,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'JS' 'AH'],Suite,1,0,1,6000-8000,8000,[749159998]
Kristi Leonard,F,558367147,2001-08-07,Junior,School of Communication and Information,0,0,['MRS' 'SA' 'JS'],Apartment,1,1,1,4000-6000,6000,"[241143567, 712101608]"
Mrs. Ashley Smith,F,214720940,2004-03-18,Freshman,School of Communication and Information,0,0,['BS' 'MS' 'AH'],Suite,1,0,1,4000-6000,6000,"[367413973, 386925473]"
Joseph Hernandez,M,313196973,2004-07-30,Sophomore,School of Arts and Sciences,0,0,['AH' 'RA' 'MRS'],Suite,1,1,1,4000-6000,6000,"[958247220, 633710700]"
Paul Graham,M,312115629,2003-01-10,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'SA' 'NCA'],Suite,1,1,1,6000-8000,8000,"[381299414, 890652610]"
Jessica Reed DVM,F,826671533,2004-03-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'AH'],Suite,1,1,1,4000-6000,6000,[510882264]
Danielle Wells,F,561168816,2006-02-28,Freshman,School of Arts and Sciences,1,0,['AH' 'BS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[508106226]
Robert Bailey,M,201933229,2002-06-14,Freshman,School of Arts and Sciences,0,1,['AH' 'RA' 'CS'],Suite,1,0,0,4000-6000,5000,"[714319297, 887467582]"
Brian Conway,M,399868336,2005-04-23,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'CS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000,[538579251]
James Scott,M,925884851,2003-11-23,Junior,School of Arts and Sciences,0,1,['WS' 'CS' 'JS'],Suite,1,1,1,4000-6000,5000,[806630062]
David Wells,M,316645810,2004-07-13,Sophomore,School of Management and Labor Relations,0,0,['BS' 'MH' 'JS'],Suite,1,1,1,8000-11000,11000,"[217920544, 463962335]"
Jesus Garcia,M,445940145,2003-09-23,Sophomore,School of Arts and Sciences,0,0,['BS' 'BH' 'WS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[922592235]
Anna Gutierrez,F,419283376,2005-01-10,Sophomore,School of Arts and Sciences,1,0,['NCA' 'BS' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[441693088]
Lisa Jones,F,835191219,2001-10-22,Freshman,School of Arts and Sciences,0,0,['MZH' 'SA' 'MRS'],Suite,1,0,1,8000-11000,11000,[893872748]
Lauren Mcdonald,F,806543801,2003-12-12,Sophomore,School of Arts and Sciences,0,1,['BS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,10000,"[439406940, 360843904]"
Diana Mcneil,F,579125690,2003-07-30,Junior,School of Arts and Sciences,0,1,['BS' 'CS' 'NCA'],Suite,1,1,1,6000-8000,7000,"[820241867, 625764368]"
Brittany Smith,F,105923002,2004-07-13,Freshman,School of Engineering,0,0,['CS' 'NCA' 'WS'],Suite,1,1,0,4000-6000,6000,"[217003181, 226723968]"
Rachel Alexander,F,666698172,2004-01-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[151308045, 876238080]"
Jennifer Smith,F,980214204,2002-06-15,Freshman,School of Communication and Information,0,0,['TS' 'MZH' 'SA'],Suite,1,1,1,4000-6000,6000,"[917312659, 115230703]"
Tina Henry,F,453190078,2006-08-01,Sophomore,School of Arts and Sciences,0,0,['MH' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,11000,[172853909]
Lauren Zavala,F,204390846,2002-03-31,Freshman,School of Arts and Sciences,0,0,['MH' 'CS' 'RA'],Apartment,1,1,1,6000-8000,8000,"[557281296, 874616059]"
John Carlson,M,751706560,2002-07-29,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'TS'],Suite,1,1,1,4000-6000,6000,"[568544332, 709785237]"
Megan English,F,836460993,2004-12-07,Freshman,School of Arts and Sciences,0,1,['SA' 'MS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,10000,[947113099]
Aaron Henderson,M,354648512,2005-12-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'AH' 'MZH'],Suite,1,1,1,8000-11000,11000,[529983101]
Jeremy Graves,M,885588419,2005-08-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'CS' 'NCA'],Apartment,1,0,1,8000-11000,11000,[369854650]
Bridget Roberts,F,843727299,2005-10-31,Freshman,School of Arts and Sciences,0,0,['TS' 'SA' 'MH'],Apartment,1,0,1,8000-11000,11000,[272041287]
Samantha Delgado,F,639476163,2006-09-12,Freshman,School of Social Work,0,0,['NCA' 'CS' 'TS'],Apartment,1,1,1,6000-8000,8000,"[232024640, 507529435]"
Linda Pierce,F,546423237,2005-08-23,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MH' 'NCA'],Apartment,1,0,1,8000-11000,11000,"[204591607, 454260234]"
Matthew King,M,731013572,2002-08-31,Freshman,School of Engineering,0,0,['JS' 'MRS' 'BS'],Suite,1,1,1,6000-8000,8000,"[253103048, 436933199]"
Timothy Ramos,M,908542408,2003-04-19,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'MZH' 'JS'],Apartment,1,1,1,4000-6000,6000,[191169159]
Matthew Marks,M,672268744,2002-10-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'WS' 'MRS'],Apartment,1,1,1,8000-11000,11000,"[183640409, 144188435]"
James Anderson,M,534110661,2005-09-24,Freshman,Mason Gross School of the Arts,0,0,['TS' 'MH' 'AH'],Apartment,1,1,1,6000-8000,8000,"[637963341, 821964618]"
Lauren Lowery,F,416956876,2001-11-10,Freshman,School of Engineering,0,0,['RA' 'NCA' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[482340593, 227025904]"
Kathleen Jones,F,821518682,2004-07-07,Freshman,School of Engineering,0,1,['MZH' 'RA' 'AH'],Apartment,1,1,1,8000-11000,10000,"[661325367, 149014067]"
Jessica Smith,F,984048078,2001-03-29,Freshman,School of Engineering,0,0,['BS' 'RA' 'MS'],Apartment,1,1,1,6000-8000,8000,[551481894]
Mary Leon,F,782557647,2002-08-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000,"[977234557, 759976391]"
Martha Ramirez,F,205488598,2001-04-13,Sophomore,School of Environmental and Biological Sciences,0,1,['NCA' 'MZH' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[509105770, 278425633]"
Melissa Ramirez,F,584647127,2005-04-14,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'AH'],Suite,1,1,1,6000-8000,8000,"[253695324, 797995985]"
David Walker,M,605413847,2006-04-02,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'MH' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[942838646, 562643797]"
Michael Hawkins,M,385409496,2003-01-22,Sophomore,School of Communication and Information,0,0,['MH' 'RA' 'CS'],Apartment,1,1,1,4000-6000,6000,"[704000321, 934921410]"
Michael Roberts,M,802202077,2006-01-16,Sophomore,School of Engineering,0,1,['TS' 'SA' 'BS'],Traditional Residence Hall,1,0,1,4000-6000,5000,[290701841]
Kelly Oconnor,F,138994143,2002-12-11,Senior,School of Engineering,0,0,['TS' 'BS' 'CS'],Suite,1,1,1,6000-8000,8000,"[155547507, 862885530]"
Heather Garcia,F,828047848,2003-03-08,Freshman,School of Arts and Sciences,0,1,['MH' 'RA' 'BS'],Apartment,1,1,1,4000-6000,5000,"[848295183, 784176273]"
Ms. Olivia Cooper,F,628031976,2005-03-23,Freshman,Mason Gross School of the Arts,0,0,['BS' 'CS' 'RA'],Apartment,1,1,1,4000-6000,6000,"[695411991, 877245314]"
Nicole White,F,884949485,2002-09-24,Freshman,School of Arts and Sciences,0,1,['BH' 'WS' 'JS'],Suite,1,1,1,4000-6000,5000,"[909060028, 553439605]"
Manuel Love,M,367952367,2002-03-09,Sophomore,School of Environmental and Biological Sciences,1,0,['CS' 'BS' 'SA'],Suite,1,1,1,4000-6000,6000,[190346329]
Rebecca Leon,F,439788017,2003-07-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'SA' 'MRS'],Apartment,1,1,1,4000-6000,5000,[472789575]
Tyler Torres,M,649953778,2001-03-04,Freshman,School of Arts and Sciences,0,0,['AH' 'CS' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[229389091, 797761907]"
Mark Cooper,M,922337778,2003-02-06,Sophomore,Mason Gross School of the Arts,0,1,['MRS' 'AH' 'BH'],Apartment,1,1,1,6000-8000,7000,[141880810]
Brandon Duran MD,M,109044212,2005-07-01,Junior,School of Arts and Sciences,0,0,['WS' 'RA' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[969689174, 785290657]"
Daniel Carroll,M,315073013,2002-08-19,Sophomore,School of Communication and Information,0,1,['JS' 'CS' 'NCA'],Suite,1,1,1,4000-6000,5000,[588024263]
William Cohen,M,942146039,2006-04-16,Sophomore,School of Engineering,0,0,['MZH' 'TS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[993411310]
Angela Gomez,F,229130744,2006-01-12,Sophomore,School of Engineering,0,1,['MH' 'RA' 'BS'],Suite,1,1,1,8000-11000,10000,[669575441]
Christopher Johnson,M,235225592,2003-04-12,Freshman,School of Arts and Sciences,0,0,['CS' 'MS' 'JS'],Apartment,1,1,1,8000-11000,11000,"[590337548, 164948076]"
Daniel Neal,M,387179002,2002-10-15,Freshman,School of Engineering,0,0,['MH' 'CS' 'AH'],Apartment,1,1,1,4000-6000,6000,[917447865]
Rebecca Reynolds,F,884990458,2006-09-30,Freshman,School of Arts and Sciences,0,1,['JS' 'MZH' 'WS'],Suite,1,1,1,4000-6000,5000,[790550356]
Dr. Craig Roberts DDS,M,170549756,2006-01-11,Sophomore,School of Engineering,0,0,['MRS' 'MH' 'AH'],Suite,1,1,1,8000-11000,11000,"[737330209, 710375355]"
Ronald Harris,M,856171004,2005-09-19,Sophomore,School of Arts and Sciences,0,0,['MH' 'CS' 'TS'],Suite,1,1,1,4000-6000,6000,"[607036503, 741372471]"
Laura Graves,F,207053308,2006-02-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'SA' 'MS'],Apartment,1,1,1,4000-6000,5000,"[658240521, 161617708]"
Amanda Cannon,F,482618603,2002-09-20,Junior,Mason Gross School of the Arts,0,1,['MS' 'JS' 'BS'],Apartment,1,1,1,8000-11000,10000,"[660083567, 586760602]"
